licensee_name,street,city,state,zip,licensee_number,channel_type,account_name,rtd_contract,location
LA LIMENA GRILL,1093 ROCKVILLE PIKE,rockville,MD,20852,BBWLHR26364,On Premise,"DUIVI, INC",No,1093 ROCKVILLE PIKE ROCKVILLE MD 20852
LA MALINCHE,8622 COLESVILLE ROAD,silver_spring,MD,20910,BBWLHR750,On Premise,"BSZ & BROTHERS, LLC",No,8622 COLESVILLE ROAD SILVER SPRING MD 20910
LA MEXICANA - GAITHERSBURG,16143 SHADY GROVE ROAD,gaithersburg,MD,20877,BBWLHR828,On Premise,LA MEXICANA INC.,No,16143 SHADY GROVE ROAD GAITHERSBURG MD 20877
LA MEXICANA - GERMANTOWN,13016 MIDDLEBROOK ROAD,germantown,MD,20874,BBWLHR034,On Premise,EL MEXICANO INC.,No,13016 MIDDLEBROOK ROAD GERMANTOWN MD 20874
LAMOON THAI,906 THAYER AVE.,silver_spring,MD,20910,BBWHR610348,On Premise,"S&P 6868, LLC",No,906 THAYER AVE. SILVER SPRING MD 20910
LAMROT BAR & RESTAURANT,949 BONIFANT STREET STE B,silver_spring,MD,20910,BBWLHR1270559,On Premise,"LAMROT BAR & RESTAURANT,LLC",No,949 BONIFANT STREET STE B SILVER SPRING MD 20910
LANCE'S BEER & WINE,4701 MILLER AVE,bethesda,MD,20814,DBW120,On/Off-Premise,"GUTHWORKS, LLC",Yes,4701 MILLER AVE BETHESDA MD 20814
LANGANO ETHIOPIAN BAR & RESTAURANT,11261 NEW HAMPSHIRE AVE,silver_spring,MD,20904,BDBWL35192,On/Off-Premise,"LANGANO WHITE OAK, LLC",No,11261 NEW HAMPSHIRE AVE SILVER SPRING MD 20904
LANGANO ETHIOPIAN RESTAURANT,8305 GEORGIA AVE,silver_spring,MD,20910,BBWLHR738,On Premise,LANGANO LLC,No,8305 GEORGIA AVE SILVER SPRING MD 20910
LAO SZE CHUAN,20 PASEO DR.,north_bethesda,MD,20852,BBWLHR710355,On Premise,"BUFFET BETHESDA, LLC",No,20 PASEO DR. NORTH BETHESDA MD 20852
LA PANETTERIA,4921 CORDELL AVE.,bethesda,MD,20814,BBWLHR42759,On Premise,"BAIRES KITCHEN, LLC",No,4921 CORDELL AVE. BETHESDA MD 20814
LA PLAYITA,8638 FLOWER AVENUE,takoma_park,MD,20912,BBWLHR287259,On Premise,"LA PLAYITA REST., INC.",No,8638 FLOWER AVENUE TAKOMA PARK MD 20912
LA POSADA RESTAURANT,8545 PINEY BRANCH ROAD,silver_spring,MD,20901,BBWLHR621,On Premise,"RHH ENTERPRISES, INC.",No,8545 PINEY BRANCH ROAD SILVER SPRING MD 20901
LAREDO GRILLE,347 MUDDY BRANCH ROAD,gaithersburg,MD,20878,BBWLHR258,On Premise,LAREDO GRILLE INC.,No,347 MUDDY BRANCH ROAD GAITHERSBURG MD 20878
LA RUMBA RESTAURANT,2311 PRICE AVE,silver_spring,MD,20902,BBWLHR703,On Premise,"PORSAN CORPORATION, INC",No,2311 PRICE AVE SILVER SPRING MD 20902
LAS AMERICAS MARKET,785 E. ROCKVILLE PIKE,rockville,MD,20852,ABW37577,Off Premise,"LAS AMERICAS MARKET, LLC",No,785 E. ROCKVILLE PIKE ROCKVILLE MD 20852
LAS PALMAS BAR AND RESTAURANT,2310 PRICE AVE.,silver_spring,MD,20902,BDBWL715355,On/Off-Premise,"LOS BERRACOS 2, LLC",No,2310 PRICE AVE. SILVER SPRING MD 20902
LA SPERANZA RESTAURANT,806 BALTIMORE ROAD,rockville,MD,20851,BBWLHR1110435,On Premise,NEPORL LLC,No,806 BALTIMORE ROAD ROCKVILLE MD 20851
LA VILLA RESTAURANT BAR & GRILL,18701 N. FREDERICK AVE.,gaithersburg,MD,20879,BBWLHR38656,On Premise,"REE ENTERPRISE, INC.",No,18701 N. FREDERICK AVE. GAITHERSBURG MD 20879
LAYTONSVILLE GOLF COURSE,7130 DORSEY RD,laytonsville,MD,20882,BBWLCL018,On Premise,MONTGOMERY CO.REV. AUTHORITY,No,7130 DORSEY RD LAYTONSVILLE MD 20882
LEBANESE TAVERNA CAFE - ROCKVILLE,1629 ROCKVILLE PIKE,rockville,MD,20852,HBWHR042,On Premise,LEBANESE TAVERNA CAFE CONGRESS,No,1629 ROCKVILLE PIKE ROCKVILLE MD 20852
LEBANESE TAVERNA CAFE - SS,8535 FENTON ST.,silver_spring,MD,20910,HBWHR392,On Premise,LEBANESE TAVERNA CAFE CONGRESS,No,8535 FENTON ST. SILVER SPRING MD 20910
LEBANESE TAVERNA CAFE - TOWN CENTER,"115 GIBBS STREET, UNIT A",rockville,MD,20850,HBWHR434,On Premise,"LEBANESE TAVERNA ROCKVILLE, IN",No,"115 GIBBS STREET, UNIT A ROCKVILLE MD 20850"
LEDO PIZZA - BETHESDA,5245 RIVER ROAD,bethesda,MD,20816,BBWHR017,On/Off-Premise,"RIVER ROAD PIZZA, INC.",No,5245 RIVER ROAD BETHESDA MD 20816
LEDO PIZZA - DAMASCUS,9805 MAIN STREET,damascus,MD,20872,HBW310,On Premise,MAIN STREET INN INC.,No,9805 MAIN STREET DAMASCUS MD 20872
LEDO PIZZA - DERWOOD,7213 MUNCASTER MILL ROAD,rockville,MD,20855,HBW266,On Premise,"BOGEY ENTERPRISES, INC.",No,7213 MUNCASTER MILL ROAD ROCKVILLE MD 20855
LEDO PIZZA GERMANTOWN,12619 WISTERIA DR,germantown,MD,20874,HBWHR1941545,On Premise,FORT ENTERPRISES INCORPORATED,No,12619 WISTERIA DR GERMANTOWN MD 20874
LEDO PIZZA - MONTGOMERY VILLAGE,19200 MONTGOMERY VILLAGE AVE,montgomery_village,MD,20886,HBWHR1050733,On Premise,"MHI HOTEL SERVICES, LLC",No,19200 MONTGOMERY VILLAGE AVE MONTGOMERY VILLAGE MD 20886
LEDO PIZZA OLNEY,3472 OLNEY LAYTONSVILLE ROAD,olney,MD,20832,HBWHR38339,On Premise,"MHI HOTELS SERVICES, LLC",No,3472 OLNEY LAYTONSVILLE ROAD OLNEY MD 20832
LEDO PIZZA ROCKVILLE,1319-H ROCKVILLE PIKE,rockville,MD,20852,HBWHR1724544,On Premise,"S&P RESTAURANTS, LLC",No,1319-H ROCKVILLE PIKE ROCKVILLE MD 20852
LEDO PIZZA - ROCKVILLE,10058 DARNESTOWN ROAD,rockville,MD,20850,HBW133,On Premise,"DARNESTOWN ROAD PIZZA, INC.",No,10058 DARNESTOWN ROAD ROCKVILLE MD 20850
LEDO PIZZA WESTLAKE,10301 WESTLAKE DRIVE,bethesda,MD,20817,HBWHR1749544,On Premise,"WESTLAKE DRIVE PIZZA, INC",No,10301 WESTLAKE DRIVE BETHESDA MD 20817
LEDO PIZZA - WHEATON,"2638 UNIVERSITY BLVD, WEST",silver_spring,MD,20902,HBW176,On Premise,SHRI CORPORATION,No,"2638 UNIVERSITY BLVD, WEST SILVER SPRING MD 20902"
LEDO'S LEISURE WORLD,3850 INTERNATIONAL DRIVE,silver_spring,MD,20906,HBWHR27710,On Premise,"MHI HOTELS SERVICES, LLC",No,3850 INTERNATIONAL DRIVE SILVER SPRING MD 20906
LEDO'S PIZZA COLESVILLE,13444 NEW HAMPSHIRE AVE,colesville,MD,20904,HBWHR28449,On Premise,"MHI HOTELS SERVICES, LLC",No,13444 NEW HAMPSHIRE AVE COLESVILLE MD 20904
LEENA'S BEER AND WINE,13505 CLOPPER ROAD,germantown,MD,20874,ABWS1270553,Off Premise,"ANJANI, LLC",Yes,13505 CLOPPER ROAD GERMANTOWN MD 20874
LEGENDS CAFE,11317 ELKIN STREET,silver_spring,MD,20902,BBWLHR150,On Premise,"MEGA 112,INC.",No,11317 ELKIN STREET SILVER SPRING MD 20902
LENOX BEER & WINE GOURMET MKT,8395 COLESVILLE RD.,silver_spring,MD,20910,ABW219,Off Premise,"BTG HOLDINGS, INC.",Yes,8395 COLESVILLE RD. SILVER SPRING MD 20910
LE PAIN QUOTIDIEN-WILDWOOD,10217 OLD GEORGETOWN RD.,bethesda,MD,20814,HBWHR485309,On Premise,"APQ WILDWOOD MD, LLC",No,10217 OLD GEORGETOWN RD. BETHESDA MD 20814
LESAAC CAFE,8200 FENTON STREET,silver_spring,MD,20910,BBWLHR708,On Premise,LESAAC INC.,No,8200 FENTON STREET SILVER SPRING MD 20910
LIA'S,4435 WILLARD AVE,chevy_chase,MD,20815,BBWLHR413,On Premise,"CG3,LLC",No,4435 WILLARD AVE CHEVY CHASE MD 20815
LIFE TIME ATHLETIC,10121 WASHINGTONIAN BLVD,gaithersburg,MD,20878,CBWLFV27779,On Premise,"LTF MARYLAND LIQUOR,LLC",No,10121 WASHINGTONIAN BLVD GAITHERSBURG MD 20878
LILIT CAFE,7921 OLD GEORGETOWN ROAD,bethesda,MD,20814,DBW1190502,On/Off-Premise,GOPAL LLC,Yes,7921 OLD GEORGETOWN ROAD BETHESDA MD 20814
LIME & CILANTRO,1909 SEMINARY RD,silver_spring,MD,20910,BBWHR1325544,On/Off-Premise,TWO BLOSSOMS LLC,No,1909 SEMINARY RD SILVER SPRING MD 20910
LITTLE BENNETT GOLF COURSE,25900 PRESCOTT ROAD,clarksburg,MD,20871,BBWLCL100,On Premise,MONTGOMERY CO. REV. AUTHORITY,No,25900 PRESCOTT ROAD CLARKSBURG MD 20871
LOCALS FARM MARKET,19929 FISHER AVENUE,poolesville,MD,20837,BDBWL918418,On/Off-Premise,DAVID THERRIAULT LLC,No,19929 FISHER AVENUE POOLESVILLE MD 20837
LOCAVINO,8519 FENTON STREET,silver_spring,MD,20910,BBWHR41463,On/Off-Premise,"EAT DRINK LIVE, LLC",No,8519 FENTON STREET SILVER SPRING MD 20910
LONG BRANCH BEER & WINE,649 UNIVERSITY BLVD,silver_spring,MD,20901,ABW041,Off Premise,"LONG BRANCH BEER & WINE, INC.",Yes,649 UNIVERSITY BLVD SILVER SPRING MD 20901
LONGHORN STEAKHOUSE,20017 CENTURY BLVD,germantown,MD,20874,BBWLHR059,On Premise,RARE BEVERAGES OF MD INC,No,20017 CENTURY BLVD GERMANTOWN MD 20874
LOS CHORROS RESTAURANT,2420 BLUERIDGE AVE,silver_spring,MD,20902,BBWLHR173,On Premise,BLUERIDGE 2420 INC.,No,2420 BLUERIDGE AVE SILVER SPRING MD 20902
LOS COBANOS RESTAURANT,11210 GRANDVIEW AVE,silver_spring,MD,20902,BBWLHR008,On Premise,"MERSAL, INC.",No,11210 GRANDVIEW AVE SILVER SPRING MD 20902
LOS PRIMOS TEX MEX GRILL,12303 TWINBROOK PARKWAY,rockville,MD,20852,BBWLHR39399,On Premise,"LOS PRIMOS TEX MEX GRILL, INC.",No,12303 TWINBROOK PARKWAY ROCKVILLE MD 20852
LOVE SUSHI,9031 GAITHER ROAD,gaithersburg,MD,20877,HBW299,On Premise,"KAWA ENTERPRISE, INC",No,9031 GAITHER ROAD GAITHERSBURG MD 20877
LUCKY STRIKE BETHESDA,5353 WESTBARD AVE,bethesda,MD,20816,BBWLHR328,On Premise,WESTWOOD LANES LLC,No,5353 WESTBARD AVE BETHESDA MD 20816
LUCKY STRIKE GAITHERSBURG,1101 CLOPPER RD.,gaithersburg,MD,20878,BBWLHR738356,On Premise,"BOWL AMERICA 1, LLC",No,1101 CLOPPER RD. GAITHERSBURG MD 20878
LUCKY STRIKE ROCKVILLE,15720 SHADY GROVE ROAD,gaithersburg,MD,20877,BBWLHR497,On Premise,"AMF BOWLING CENTERS, INC.",No,15720 SHADY GROVE ROAD GAITHERSBURG MD 20877
LUCY KITCHEN,8301 GEORGIA AVE.,silver_spring,MD,20910,BBWLHR268261,On Premise,"YUMMY, LLC",No,8301 GEORGIA AVE. SILVER SPRING MD 20910
LUKE'S LOBSTER,7129 BETHESDA LANE,bethesda,MD,20814,DBW147,On/Off-Premise,LUKE'S LOBSTER X LLC,No,7129 BETHESDA LANE BETHESDA MD 20814
LUM THAI,806 MUDDY BRANCH RD,gaithersburg,MD,20878,HBWHR1024432,On/Off-Premise,LUMTHAI LLC,No,806 MUDDY BRANCH RD GAITHERSBURG MD 20878
MAHDANG,12300 WILKINS AVENUE,rockville,MD,20852,BBWLHR43343,On Premise,"MASJIB, LLC",No,12300 WILKINS AVENUE ROCKVILLE MD 20852
MAIN STREET BEER & WINE,300 MAIN STREET,gaithersburg,MD,20878,ABW237,Off Premise,"INFINITY CREATIONS, LLC",Yes,300 MAIN STREET GAITHERSBURG MD 20878
MAISON DES VINS & HERITAGE,223 KENTLANDS BOULEVARD,gaithersburg,MD,20878,DBW1882544,On/Off-Premise,"MARLENE,L.L.C",Yes,223 KENTLANDS BOULEVARD GAITHERSBURG MD 20878
MAKI BAR,6831 WISCONSIN AVENUE,bethesda,MD,20815,HBW22695,On Premise,"NEW JOURNEY, LLC",No,6831 WISCONSIN AVENUE BETHESDA MD 20815
MAKI CAFE,842-C ROCKVILLE PIKE,rockville,MD,20852,DBW152,On/Off-Premise,"MAKI, LLC",No,842-C ROCKVILLE PIKE ROCKVILLE MD 20852
MAKI MAKI SUSHI,8023 WISCONSIN AVE,bethesda,MD,20814,HBW224,On Premise,"JTL, LLC",No,8023 WISCONSIN AVE BETHESDA MD 20814
MALA CANTEEN,33  MARYLAND AVE UNIT E,rockville,MD,20850,HBWHR914411,On Premise,WEMEKITCHEN LLC,No,33 MARYLAND AVE UNIT E ROCKVILLE MD 20850
MAMAN,7140 BETHESDA LANE,bethesda,MD,20814,BBWLHR853396,On Premise,MAMAN BETHESDA LLC,No,7140 BETHESDA LANE BETHESDA MD 20814
MAMMA LENA,13507 CLOPPER ROAD,germantown,MD,20874,BBWHR24735,On/Off-Premise,"MAMMA LENA, LLC",No,13507 CLOPPER ROAD GERMANTOWN MD 20874
MAMMA LUCIA - BETHESDA,4916 ELM STREET,bethesda,MD,20814,BBWLHR385,On Premise,"MAMMA LUCIA OF BETHESDA, INC.",No,4916 ELM STREET BETHESDA MD 20814
MAMMA LUCIA - OLNEY,18224 VILLAGE MART DRIVE,olney,MD,20832,BBWLHR204,On Premise,"MAMMA LUCIA OF OLNEY, INC.",No,18224 VILLAGE MART DRIVE OLNEY MD 20832
MAMMA LUCIA - ROCKVILLE,"12274 ROCKVILLE PIKE, SUITE M",rockville,MD,20852,BBWLHR387,On Premise,"MAMMA LUCIA OF MONTGOMERY, INC",No,"12274 ROCKVILLE PIKE, SUITE M ROCKVILLE MD 20852"
MAMMA LUCIA - SHADY GROVE,14921 SHADY GROVE ROAD,rockville,MD,20850,BBWLHR341,On Premise,"MAMMA LUCIA'S OF FALLSGROVE, I",No,14921 SHADY GROVE ROAD ROCKVILLE MD 20850
MAMMA LUCIA - SILVER SPRING,1302 EAST-WEST HIGHWAY,silver_spring,MD,20910,BBWLHR386,On Premise,"IMOSS, INC.",No,1302 EAST-WEST HIGHWAY SILVER SPRING MD 20910
MANNEQUIN PIS,18064 GEORGIA AVENUE,olney,MD,20832,HBW30862,On Premise,"QUINTERO MARTELL, LLC",No,18064 GEORGIA AVENUE OLNEY MD 20832
MANOLI CANOLI,8540 CONNECTICUT AVE,chevy_chase,MD,20815,BBWLHR376,On Premise,"MANOLI CANOLI, LLC",No,8540 CONNECTICUT AVE CHEVY CHASE MD 20815
MANOR COUNTRY CLUB,14901 CARROLTON ROAD,rockville,MD,20853,CBWLCC017,On Premise,"MANOR COUNTRY CLUB, INC.",No,14901 CARROLTON ROAD ROCKVILLE MD 20853
MAPLE BEER AND WINE,8125 WISCONSIN AVENUE,bethesda,MD,20814,ABWS22685,Off Premise,"MY 523, LLC",Yes,8125 WISCONSIN AVENUE BETHESDA MD 20814
MAPLEWOOD PARK PLACE,9707 OLD GEORGETOWN ROAD,bethesda,MD,20814,CBWLRC002,On Premise,SUNRISE SENIOR LIVING SERVICES,No,9707 OLD GEORGETOWN ROAD BETHESDA MD 20814
MARIA'S CAFE & RESTAURANT,11305 ELKIN ST.,wheaton,MD,20902,BBWLHR185262,On Premise,"MARIA'S CAFE & RESTAURANT, INC.",No,11305 ELKIN ST. WHEATON MD 20902
MARISCOS CULIACAN,"1341 UNIVERSITY BLVD, E.",takoma_park,MD,20912,DBWL1232518,On Premise,"JOSAM, LLC",No,"1341 UNIVERSITY BLVD, E. TAKOMA PARK MD 20912"
MARKET ON THE BOULEVARD,7945 MACARTHUR BLVD,cabin_john,MD,20818,BBWHR085,On/Off-Premise,"NEXKIM, INC.",Yes,7945 MACARTHUR BLVD CABIN JOHN MD 20818
MARRIOTT BETHESDA DOWNTOWN,7707 WOODMONT AVE.,bethesda,MD,20814,BBWLHM635355,On Premise,"MARRIOTT HOTEL SERVICES, LLC",No,7707 WOODMONT AVE. BETHESDA MD 20814
MARRIOTT HOTEL - BETHESDA,5151 POOKS HILL ROAD,bethesda,MD,20814,BBWLHM002,On Premise,"MARRIOTT HOTEL SERVICES, LLC",No,5151 POOKS HILL ROAD BETHESDA MD 20814
MARRIOTT INTERNATIONAL HQ,7750 WISCONSIN AVE,bethesda,MD,20814,BBWLCT935412,On Premise,"ARAMARK SERVICES, INC",No,7750 WISCONSIN AVE BETHESDA MD 20814
MARUICHI,1047 ROCKVILLE PIKE,rockville,MD,20852,DBW053,On/Off-Premise,MARUICHI INC.,No,1047 ROCKVILLE PIKE ROCKVILLE MD 20852
MARYVALE DELI AND BEER WINE,500 NORTH HORNERS LANE,rockville,MD,20850,ABW1953544,Off Premise,T & J ENTERPRISES,No,500 NORTH HORNERS LANE ROCKVILLE MD 20850
MASA HIBACHI STEAKHOUSE & SUSHI,"921 ELLSWORTH DRIVE, UNIT J",silver_spring,MD,20910,BBWLHR705,On Premise,JE DING COROPORATION,No,"921 ELLSWORTH DRIVE, UNIT J SILVER SPRING MD 20910"
MATCHBOX-BETHESDA,7278 WOODMONT AVE.,bethesda,MD,20814,BBWLHR95262,On Premise,"MATCHBOX BETHESDA, LLC",No,7278 WOODMONT AVE. BETHESDA MD 20814
MATCHBOX-ROCKVILLE,1699 ROCKVILLE PIKE,rockville,MD,20852,BBWLHR483304,On Premise,"MATCHBOX CONGRESSIONAL PLZ, LLC",No,1699 ROCKVILLE PIKE ROCKVILLE MD 20852
MATCHBOX-SILVER SPRING,919 ELLSWORTH DRIVE,silver_spring,MD,20910,BBWLHR42625,On Premise,"MATCHBOX SILVER SPRING, LLC",No,919 ELLSWORTH DRIVE SILVER SPRING MD 20910
MAX'S BEST ICE CREAM,7770 WOODMONT AVENUE,bethesda,MD,20814,DBWL1624545,On Premise,MAX'S BEST ICE CREAM LLC,No,7770 WOODMONT AVENUE BETHESDA MD 20814
MAYA CUISINE RESTAURANT & BAR,7345-A WISCONSIN AVE.,bethesda,MD,20814,BBWLHR490323,On/Off-Premise,"SHANGRILA MANAGEMENT, LLC",No,7345-A WISCONSIN AVE. BETHESDA MD 20814
MAYAN MONKEY BREWING CO.,227 E DIAMOND AVE,gaithersburg,MD,20877,BDBWL1256533,On/Off-Premise,MAYAN MONKEY BREWING CO.,No,227 E DIAMOND AVE GAITHERSBURG MD 20877
MCGINTY'S PUBLIC HOUSE,911 ELLSWORTH DRIVE,silver_spring,MD,20910,BBWLHR1219494,On Premise,BARRY-LEA LLC,No,911 ELLSWORTH DRIVE SILVER SPRING MD 20910
MEDINA CUISINE,12205 NEBEL ST,rockville,MD,20852,DBW1544545,On/Off-Premise,MEDINA CUISINE,No,12205 NEBEL ST ROCKVILLE MD 20852
MEDIUM RARE,4904 FAIRMONT AVE,bethesda,MD,20814,BBWLHR25766,On Premise,"MEDIUM RARE BETHESDA, LLC",No,4904 FAIRMONT AVE BETHESDA MD 20814
MEIWAH,4457 WILLARD AVENUE,chevy_chase,MD,20815,BBWLHR1190505,On Premise,"MEIWAH CHEVY CHASE, INC",No,4457 WILLARD AVENUE CHEVY CHASE MD 20815
MELA MARKET,8711 1st AVE.,silver_spring,MD,20910,DBW174262,On/Off-Premise,MELA LLC,No,8711 1st AVE. SILVER SPRING MD 20910
MELEKET ETHIOPIAN RESTAURANT AND LOUNGE,1907 SEMINARY RD,silver_spring,MD,20910,BBWLHR1083435,On Premise,ZURIASHWORK LLC,No,1907 SEMINARY RD SILVER SPRING MD 20910
MELINA,905 ROSE AVENUE,rockville,MD,20852,BBWLHR479301,On Premise,"DTI MELINA, LLC",No,905 ROSE AVENUE ROCKVILLE MD 20852
MELTING POT,9021 GAITHER ROAD,gaithersburg,MD,20877,BBWLHR218,On Premise,BERK INC.,No,9021 GAITHER ROAD GAITHERSBURG MD 20877
MERCADITO SAN MIGUEL,808 BALTIMORE ROAD,rockville,MD,20851,DBW2116544,On/Off-Premise,KAN INC.,No,808 BALTIMORE ROAD ROCKVILLE MD 20851
MERCURY LOUNGE,9433 GEORGIA AVENUE,silver_spring,MD,20910,DBWL1123453,On Premise,"DESTINY REAL ESTATE HOLDING COMPANY, LLC",No,9433 GEORGIA AVENUE SILVER SPRING MD 20910
MERENDERO,11220 GEORGIA AVE.,silver_spring,MD,20902,DBWL650359,On Premise,"MERENDERO, LLC",No,11220 GEORGIA AVE. SILVER SPRING MD 20902
MERIDIAN MARKET & WINE,5230 TUCKERMAN LANE,rockville,MD,20852,ABW251,Off Premise,EMC AT MERIDIAN INC.,Yes,5230 TUCKERMAN LANE ROCKVILLE MD 20852
METHI INDIAN RESTAURANT,2509 UNIVERSITY BLVD W.,silver_spring,MD,20902,HBWHR27735,On Premise,"AARAMVA, LLC",No,2509 UNIVERSITY BLVD W. SILVER SPRING MD 20902
MEXICAN GRILL,19710-K FISHER AVE,poolesville,MD,20837,BBWLHR25584,On Premise,"MEXICAN GRILL, LLC",No,19710-K FISHER AVE POOLESVILLE MD 20837
MEZEHUB,11506-11508 SCHUYLKILL RD,rockville,MD,20852,DBW416289,On/Off-Premise,"FILLY FOODS, LLC",No,11506-11508 SCHUYLKILL RD ROCKVILLE MD 20852
MIDDLEBROOK DISCOUNT BEER AND WINE,19601 FREDERICK ROAD,germantown,MD,20876,ABW1756544,Off Premise,SHIV LLC,Yes,19601 FREDERICK ROAD GERMANTOWN MD 20876
MIDWAY BEER & WINE,16057 FREDERICK ROAD,derwood,MD,20855,ABW279,Off Premise,SHIVA CORPORATION,Yes,16057 FREDERICK ROAD DERWOOD MD 20855
MIKE & SON'S SUBS,5404 RANDOLPH RD,rockville,MD,20852,DBW26658,On/Off-Premise,"BHATTI FAMILY, LLC",No,5404 RANDOLPH RD ROCKVILLE MD 20852
MI LA CAY RESTAURANT,2409 UNIVERSITY BLVD,silver_spring,MD,20902,HBW319,On Premise,MJEJ CORPORATION,No,2409 UNIVERSITY BLVD SILVER SPRING MD 20902
MILK & HONEY CAFE,9326 GEORGIA AVE.,silver_spring,MD,20910,BBWLHR749361,On Premise,"WILLIE T'S LOBSTER SHACK, LLC",No,9326 GEORGIA AVE. SILVER SPRING MD 20910
MI MARIACHI BAR AND GRILL,11301 FERN ST,silver_spring,MD,20902,DBWL1046457,On Premise,MI MARIACHI BAR AND GRILL RESTAURANT INC,No,11301 FERN ST SILVER SPRING MD 20902
MIMI NAILS,18228 FLOWER HILL WAY,gaithersburg,MD,20879,SCBBWL1843544,On Premise,MIMI NAILS LLC,No,18228 FLOWER HILL WAY GAITHERSBURG MD 20879
MINERVA INDIAN CUISINE,16240 FREDERICK ROAD #201,gaithersburg,MD,20877,BBWLHR054,On Premise,MINERVA HOSPITALITY,No,16240 FREDERICK ROAD #201 GAITHERSBURG MD 20877
MI RANCHO - GERMANTOWN,"19725 GERMANTOWN ROAD, UNIT A",germantown,MD,20874,BBWLHR145,On Premise,19725A INC.,No,"19725 GERMANTOWN ROAD, UNIT A GERMANTOWN MD 20874"
MI RANCHO - SILVER SPRING,8701 RAMSEY AVE,silver_spring,MD,20910,BBWLHR077,On Premise,8701 RAM INC.,No,8701 RAMSEY AVE SILVER SPRING MD 20910
MISSION BBQ,885 ROCKVILLE PIKE,rockville,MD,20852,HBW27623,On Premise,"MISSION BBQ ROCKVILLE, LLC",No,885 ROCKVILLE PIKE ROCKVILLE MD 20852
MISSION BBQ-GERMANTOWN,"19800 CENTURY BLVD.,STE. 600",germantown,MD,20874,HBWHR51270,On Premise,"MISSION BBQ GERMANTOWN, LLC",No,"19800 CENTURY BLVD.,STE. 600 GERMANTOWN MD 20874"
MISS TOYA'S CREOLE HOUSE,923 ELLSWORTH DR.,silver_spring,MD,20910,BBWLHR648360,On Premise,"MISS TOYA'S CREOLE HOUSE, LLC",No,923 ELLSWORTH DR. SILVER SPRING MD 20910
MISS TOYA'S SOUTHERN KITCHEN,229 BOARDWALK PLACE,gaithersburg,MD,20878,BBWLHR973416,On Premise,"MISS TOYA'S KITCHEN, LLC",No,229 BOARDWALK PLACE GAITHERSBURG MD 20878
MOBYDICK SUSHI,11220 TRIANGLE LANE,silver_spring,MD,20902,BBWHR023,On/Off-Premise,"CHANG & MI, INC.",No,11220 TRIANGLE LANE SILVER SPRING MD 20902
MODENA RESERVE AT KENSINGTON,10540 METROPOLITAN AVE.,kensington,MD,20895,BBWLHR603348,On Premise,"SHI-III SOLERA KENSINGTON OWNER, LLC",No,10540 METROPOLITAN AVE. KENSINGTON MD 20895
MOJITOS BAR AND GRILL,8035 SNOUFFER SCHOOL ROAD,gaithersburg,MD,20879,BDBWL1170499,On/Off-Premise,MOJITOS BAR AND GRILL INC.,No,8035 SNOUFFER SCHOOL ROAD GAITHERSBURG MD 20879
MOKO SUSHI,5550 NORBECK ROAD,rockville,MD,20853,HBWHR1745544,On Premise,"LU FAMILY SUSHI, INC.",No,5550 NORBECK ROAD ROCKVILLE MD 20853
MOM'S ORGANIC MARKET,5566 RANDOLPH ROAD,rockville,MD,20852,ABWS037,Off Premise,"MOM'S ORGANIC MARKET,INC",Yes,5566 RANDOLPH ROAD ROCKVILLE MD 20852
MON AMI GABI,7239 WOODMONT AVE,bethesda,MD,20814,BBWLHR330,On Premise,MON AMI BETHESDA LLC,No,7239 WOODMONT AVE BETHESDA MD 20814
MONTEREY MART & CAFE,5901 MONTROSE ROAD,rockville,MD,20852,DBW34934,On/Off-Premise,"UK STORES, LLC",Yes,5901 MONTROSE ROAD ROCKVILLE MD 20852
MONTGOMERY COUNTRY CLUB,20908 GOLF VIEW DRIVE,gaithersburg,MD,20882,CBWLCC24652,On Premise,"EAGL BEVERAGE HOLDINGS, LLC",No,20908 GOLF VIEW DRIVE GAITHERSBURG MD 20882
MONTGOMERY VILLAGE BEER & WINE,18286 CONTOUR ROAD,gaithersburg,MD,20877,ABW2139544,Off Premise,MONTGOMERY VILLAGE BEERWINE LLC,Yes,18286 CONTOUR ROAD GAITHERSBURG MD 20877
MOOSE LODGE #1775,2901 BEL PRE ROAD,silver_spring,MD,20906,CBWLFV006,On Premise,"WHEATON MOOSE LODGE #1775, INC",No,2901 BEL PRE ROAD SILVER SPRING MD 20906
MORTON'S - THE STEAKHOUSE,7400 WISCONSIN AVE,bethesda,MD,20814,BBWLHR377,On Premise,MORTON'S OF CHICAGO/BETHESDA,No,7400 WISCONSIN AVE BETHESDA MD 20814
MOSAIC CUISINE,186 HALPINE RD,rockville,MD,20852,BBWLHR885403,On Premise,AREN LLC,No,186 HALPINE RD ROCKVILLE MD 20852
MOSUN'S KITCHEN,303 Muddy Branch Road,gaithersburg,MD,20878,BBWHR1143498,On/Off-Premise,Mosun's Kitchen LLC,No,303 Muddy Branch Road Gaithersburg MD 20878
MOTI'S MARKET,4860 BOILING BROOK PARKWAY,rockville,MD,20852,BBWHR114,On/Off-Premise,"ADAD, LLC",Yes,4860 BOILING BROOK PARKWAY ROCKVILLE MD 20852
MOTORKAT,6939 LAUREL AVE,takoma_park,MD,20912,BBWLHR1015421,On Premise,ORSON WELLS LLC,No,6939 LAUREL AVE TAKOMA PARK MD 20912
